Title,Authors,Year,Keywords,Abstract,URL
[BOOK][B] The change laboratory for teacher training in entrepreneurship education: A new skills agenda for Europe,D Morselli - 2019 - library.oapen.org,D Morselli - 2019 - library.oapen.org,,"… any educator in entrepreneurship education and it should be … tions for the delivery of 
entrepreneurial education, including … and entrepreneurship (SIE) among students, in educational …",https://library.oapen.org/handle/20.500.12657/23305
Assessing the impact of entrepreneurship education programmes: a new methodology,"A Fayolle, B Gailly, N Lassas‐Clerc - Journal of European industrial …, 2006 - emerald.com",2006 - emerald.com,,"… on the entrepreneurial intention of the students, while it had … that framework, to illustrate how 
it can be used to evaluate the … Second, the results provide little guidance regarding how the …",https://www.emerald.com/insight/content/doi/10.1108/03090590610715022/full/html?journalCode=jeit&utm_source=TrendMD&utm_medium=cpc&utm_campaign=Journal_of_European_Industrial_Training_TrendMD_1&WT.mc_id=Emerald_TrendMD_1
Educating the 21st century learners: are educators using appropriate learning models for honing skills in the mobile age?,"OG Onyema, P Daniil - Journal of Entrepreneurship Education, 2017 - search.proquest.com",2017 - search.proquest.com,,"… to modern ICT can deliver a sound practical and pedagogical infrastructure that serves higher 
education curriculum development … Hence, next we provide an overview of this framework. …",https://search.proquest.com/openview/2e0a78fd53366356a982c90bc5cefd67/1?pq-origsite=gscholar&cbl=28224
Planning for entrepreneurialism in a rentier state economy: Entrepreneurship education for economic diversification in Oman,I Al Shabibi - 2020 - orca.cardiff.ac.uk,I Al Shabibi - 2020 - orca.cardiff.ac.uk,,"… the students in this study understand entrepreneurship, but … used in practice to deliver this 
course to identify how it fits with the … The purpose of this chapter is to provide a theoretical …",https://orca.cardiff.ac.uk/id/eprint/134260/
Developing entrepreneurial capacities and mindsets of youths and undergraduates through entrepreneurship education in Nigeria,"OA Tony, SO Sefiu, AT Olamide… - … , Business and …, 2018 - search.proquest.com",2018 - search.proquest.com,,"… entrepreneurship education accessible to all students, creating teams for the development 
and exploitation of business ideas, mixing students … it imperative that researchers provide a …",https://search.proquest.com/openview/6c15b8bf1511fa797d098f491aacd582/1?pq-origsite=gscholar&cbl=2032142
"Developing entrepreneurship education in Europe: Teachers' commitment to entrepreneurship education in the UK, Finland and Spain","J Seikkula-Leino, E Ruskovaara, T Pihkala… - … of entrepreneurship …, 2019 - elgaronline.com",2019 - elgaronline.com,,"… it. Second, … ship and thus commitment to entrepreneurship education may be weak. 
Interestingly, Spanish teachers talk about goals like offering students their first contact with business …",https://www.elgaronline.com/abstract/edcoll/9781786438225/9781786438225.00014.xml
Student entrepreneurship ecosystems at Australian higher education institutions,"A Maritz, Q Nguyen, S Ivanov - … of Small Business and Enterprise …, 2022 - emerald.com",2022 - emerald.com,,"… provide narratives on best practice student entrepreneurship … We further identify 
entrepreneurship education programs as … We adopt this definition within this paper, as it provides …",https://www.emerald.com/insight/content/doi/10.1108/JSBED-11-2021-0466/full/html
Plotting pathways across transformational changes in business education: a desideratum for empowering learners to engage the world,"TA Umoru - Nigerian Journal of Business Education (NIGJBED), 2020 - nigjbed.com.ng",2020 - nigjbed.com.ng,,"… makes it imperative that as business education professionals, we must be on our toes so that 
… Educators of Nigeria (ABEN) to reposition business education to deliver on its mandate of …",http://nigjbed.com.ng/index.php/nigjbed/article/view/377
[PDF][PDF] INSTRUCTIONAL METHODS FOR DELIVERING ENTREPRENEURSHIP EDUCATION IN BUSINESS EDUCATION PROGRAMME IN TERTIARY …,"J AMESI, U OBI - World, 2020 - benchmarkjournals.com",2020 - benchmarkjournals.com,,"… others: Delivery of Entrepreneurship Education should be done … methods to enable the 
learners (students) to acquire more … It makes entrepreneurship education easier to deliver as it is …",https://benchmarkjournals.com/wp-content/uploads/2020/09/15-2.pdf
The impact of a business school on regional economic development: a case study,"S Cox, J Taylor - Local Economy, 2006 - journals.sagepub.com",2006 - journals.sagepub.com,,"… arguing that ‘it is vital for our higher education to contribute … of university business schools 
to provide SMEs with business … part of its additional income from student fees in the region, …",https://journals.sagepub.com/doi/pdf/10.1080/02690940600608069
Factors influencing the implementation of entrepreneurship education in tertiary institutions in Rivers State,"EA Amadi, SC Eze - … of Innovative Social & Science Education …, 2019 - eprints.lmu.edu.ng",2019 - eprints.lmu.edu.ng,,"… It is based on this reason that this study seeks to investigate … entrepreneurial education in 
tertiary institutions in Rivers State. … Entrepreneurship education seeks to provide students with …",http://eprints.lmu.edu.ng/2430/
[PDF][PDF] Why business models matter,J Magretta - 2002 - designblog.uniandes.edu.co,J Magretta - 2002 - designblog.uniandes.edu.co,,"… deliver value to customers at an appropriate cost? … his business model; it worked because 
he had insight into the motivations of three sets of characters: students, merchants, and school …",http://designblog.uniandes.edu.co/blogs/dise2102pc/files/2013/08/Why_Business_Models_Matter2.pdf
[PDF][PDF] The role of an entrepreneurial mindset in digital transformation-case study of the estonian business school,"M Kooskora - Digital Entrepreneurship, 2021 - library.oapen.org",2021 - library.oapen.org,,"… With more than 1500 students, EBS’s goal is to provide … When EBS was founded in 1988, it 
was the first institution in … support our students in the best way and even why is it important to …",https://library.oapen.org/bitstream/handle/20.500.12657/43282/1/2021_Book_DigitalEntrepreneurship.pdf#page=159
Entrepreneurship education knowledge transfer in a conflict Sub-Saharan African context,"P Anosike - Journal of Small Business and Enterprise Development, 2018 - emerald.com",2018 - emerald.com,,"… In this study, knowledge transfer is employed as a mechanism to deliver EE to Northeast … 
teaching and assessing students in a range of subjects including business, IT and engineering. …",https://www.emerald.com/insight/content/doi/10.1108/JSBED-01-2017-0001/full/html
"Fusing Technology, Innovation and Entrepreneurship Into Postgraduate Education","P Ketikidis, A Sotiriadou, T Hatziapostolou… - … Entrepreneurship …, 2012 - books.google.com",2012 - books.google.com,,"… have excelled in delivering entrepreneurship education for non business students. The case… 
studies, since it is perceived that technical/scientific students have greater success chances …",https://books.google.com/books?hl=en&lr=&id=HZsDBAAAQBAJ&oi=fnd&pg=PA366&dq=deliver+entrepreneurship+education+to+ict+students&ots=Bixn6Okgyv&sig=gEPtYsSS4Q9Q0O9J-QSF1yOb5v4
Social entrepreneurship education: Insights from the Indian higher educational courses,"P Kumar - Academy of Strategic Management …, 2021 - research.skylineuniversity.ac.ae",2021 - research.skylineuniversity.ac.ae,,"… ventures are considered as a means to deliver basic services … It means that social 
entrepreneurs need to be trained in a … imparted in the US for the postgraduate students focuses …",http://research.skylineuniversity.ac.ae/id/eprint/114/
Entrepreneurial curriculum in African universities: A panacea to graduates' unemployment if?,"CJ Igbokwe-Ibeto, FC Agbodike… - … Public Service Delivery …, 2018 - journals.co.za",2018 - journals.co.za,,"… to impart entrepreneurial spirit in students. … of entrepreneurship education in the curriculum 
of Nigerian universities by the NUC, it becomes obvious that entrepreneurship education is …",https://journals.co.za/doi/abs/10.4102/apsdpr.v6i1.222
